Wrist Position Deg,Arm Position Deg,Gravity Voltage
3.5592480588968614,0,0.2950000000000002
3.5592480588968614,0,0.2970000000000002
3.5592480588968614,0,0.2990000000000002
3.5592480588968614,0,0.3010000000000002
3.5592480588968614,0,0.3030000000000002
3.5592480588968614,0,0.3050000000000002
3.5592480588968614,0,0.3070000000000002
3.5592480588968614,0,0.3090000000000002
3.5592480588968614,0,0.3110000000000002
3.5592480588968614,0,0.3130000000000002
3.5592480588968614,0,0.3150000000000002
3.8841191765793477,0,0.3170000000000002
3.8841191765793477,0,0.31900000000000023
3.8841191765793477,0,0.32100000000000023
3.8841191765793477,0,0.32300000000000023
3.8841191765793477,0,0.32500000000000023
3.8841191765793477,0,0.32700000000000023
3.8841191765793477,0,0.32900000000000024
3.8841191765793477,0,0.33100000000000024
3.8841191765793477,0,0.33300000000000024
3.8841191765793477,0,0.33500000000000024
3.872944987097207,0,0.33700000000000024
3.872944987097207,0,0.33900000000000025
3.872944987097207,0,0.34100000000000025
3.872944987097207,0,0.34300000000000025
3.872944987097207,0,0.34500000000000025
3.872944987097207,0,0.34700000000000025
3.872944987097207,0,0.34900000000000025
3.872944987097207,0,0.35100000000000026
3.872944987097207,0,0.35300000000000026
3.872944987097207,0,0.35500000000000026
3.872944987097207,0,0.35700000000000026
3.872944987097207,0,0.35900000000000026
3.872944987097207,0,0.36100000000000027
3.872944987097207,0,0.36300000000000027
3.872944987097207,0,0.36500000000000027
3.872944987097207,0,0.36700000000000027
3.872944987097207,0,0.36900000000000027
3.872944987097207,0,0.3710000000000003
3.872944987097207,0,0.3730000000000003
3.872944987097207,0,0.3750000000000003
4.214700332407965,0,0.3770000000000003
4.214700332407965,0,0.3790000000000003
4.214700332407965,0,0.3810000000000003
4.214700332407965,0,0.3830000000000003
4.214700332407965,0,0.3850000000000003
4.214700332407965,0,0.3870000000000003
4.214700332407965,0,0.3890000000000003
4.214700332407965,0,0.3910000000000003
4.214700332407965,0,0.3930000000000003
4.214700332407965,0,0.3950000000000003
4.225847201133425,0,0.3970000000000003
4.225847201133425,0,0.3990000000000003
4.225847201133425,0,0.4010000000000003
4.225847201133425,0,0.4030000000000003
4.225847201133425,0,0.4050000000000003
4.225847201133425,0,0.4070000000000003
4.225847201133425,0,0.4090000000000003
4.225847201133425,0,0.4110000000000003
4.225847201133425,0,0.4130000000000003
4.225847201133425,0,0.4150000000000003
4.6460677596292905,0,0.44200000000000034
4.6460677596292905,0,0.44450000000000034
4.6460677596292905,0,0.44700000000000034
4.6460677596292905,0,0.44950000000000034
4.6460677596292905,0,0.45200000000000035
4.6460677596292905,0,0.45450000000000035
4.6460677596292905,0,0.45700000000000035
4.6460677596292905,0,0.45950000000000035
4.6460677596292905,0,0.46200000000000035
4.589841642381745,0,0.46450000000000036
4.589841642381745,0,0.46700000000000036
4.589841642381745,0,0.46950000000000036
